time,progress,x,y,z
0,0,0,0,0
0.1887856,0,0,0,0
0.3997002,0,0,0,0
0.6072502,0,0,0,0
0.7999916,0,0,0,0
0.9919357,0,0,0,0
1.192127,0,0,0,0
1.388161,0,0,0,0
1.588253,0,0,0,0
1.80426,0,0,0,0
1.999886,0,0,0,0
2.200153,0,0,0,0
2.407249,0,0,0,0
2.607254,0,0,0.580005,5.075622E-20
2.79229,0,0,0.580005,2.003115
2.987991,0,0,0.580005,5.169596
3.19191,0,0,0.580005,6.198198
3.388153,0,0,0.580005,6.198198
3.591896,0,0,0.580005,6.198198
3.78788,0,0,0.5800048,6.198198
3.992233,0,0,0.5800048,6.198198
4.188286,0,0,0.5800048,6.198198
4.40493,0,0,0.5800048,6.198198
4.591988,0,0,0.5800048,6.198198
4.807251,0,0,0.5800048,6.198198
4.988297,0,0,0.5800048,6.198198
5.203979,0,0,0.5800048,6.198198
5.404327,0,0,0.5800048,6.198198
5.588203,0,0,0.5800048,6.198198
5.799889,0,0,0.5800048,6.198198
5.987923,0,0,0.5800048,6.198198
6.187965,0,0,0.5800048,6.198198
6.387962,0,0,0.5800048,6.198198
6.587952,0,0,0.5800048,6.198198
6.796188,0,0,0.5800048,6.198198
7.007256,0,0,0.5800048,6.198198
7.207253,0,0,0.5800048,6.198198
7.407249,0,0,0.5800048,6.198198
7.592514,0,0,0.5800048,6.198198
7.787788,0,-0.2286953,0.580005,6.854606
7.992386,0,-0.9864485,0.580005,9.024478
8.192039,0,-1.354338,0.580005,10.07795
8.392044,0,-1.468957,0.580005,10.40617
8.59182,0,-1.468957,0.580005,10.40617
8.791718,0,-1.532426,0.580005,10.58792
9.007256,0,-2.215215,0.5800049,12.54313
9.196091,0,-3.599625,0.5800049,16.50747
9.407249,0,-4.783665,0.580005,19.89804
9.607254,0,-6.101026,0.580005,23.67038
9.807251,0,-6.955535,0.580005,26.11732
9.991928,0,-6.917712,0.580005,26.60501
10.18765,0,-4.931414,0.580005,27.29865
10.39628,0,-1.082282,0.580005,28.64283
10.58846,0,2.546493,0.580005,29.91005
10.79176,0,6.385132,0.580005,31.25057
11.0041,0,10.39456,0.580005,32.65072
11.19645,0,14.02632,0.580005,33.91899
11.40725,0,17.33403,0.580005,35.07409
11.59223,0,21.49939,0.580005,36.5287
11.79169,0,25.2657,0.580005,37.84396
11.9963,0,29.12737,0.580005,39.19775
12.1998,0,32.93274,0.580005,40.64046
12.40725,0,36.04347,0.580005,41.90542
12.588,0,40.03719,0.580005,43.76081
12.80032,0,43.78148,0.580005,45.76392
13.00018,0,47.36289,0.580005,47.53867
13.19324,0,50.90934,0.580005,49.06347
13.39983,0,54.78191,0.580005,50.50388
13.60027,0,58.49039,0.580005,51.86135
13.80389,0,60.39468,0.580005,52.90818
14.00018,0,60.55067,0.580005,53.0629
14.19601,0,60.55067,0.5800046,53.0629
14.40725,0,60.55067,0.5800046,53.0629
14.60448,0,60.55067,0.5800046,53.0629
14.79616,0,60.55067,0.5800046,53.0629
15.00725,0,60.55067,0.5800046,53.0629
15.19995,0,60.55067,0.5800046,53.0629
15.38855,0,60.55067,0.5800046,53.0629
15.60725,0,60.55067,0.5800046,53.0629
15.80725,0,60.55067,0.5800046,53.0629
16.00725,0,60.55067,0.5800046,53.0629
16.19234,0,60.55067,0.5800046,53.0629
16.40725,0,60.55067,0.5800046,53.0629
16.60725,0,60.55067,0.5800046,53.0629
16.78839,0,60.55067,0.5800046,53.0629
17.00725,0,60.55067,0.5800046,53.0629
17.18835,0,60.55067,0.5800046,53.0629
17.40725,0,60.55067,0.5800046,53.0629
17.5961,0,60.55067,0.5800046,53.0629
17.79599,0,60.55067,0.5800046,53.0629
18.00115,0,60.55067,0.5800046,53.0629
18.19611,0,60.55067,0.5800046,53.0629
18.39578,0,60.55067,0.5800046,53.0629
18.5961,0,60.55067,0.5800046,53.0629
18.8018,0,60.55067,0.5800046,53.0629
18.99614,0,60.55067,0.5800046,53.0629
19.19188,0,60.55067,0.5800046,53.0629
19.4043,0,60.55067,0.5800046,53.0629
19.60017,0,60.55067,0.5800046,53.0629
19.80432,0,60.55067,0.5800046,53.0629
19.98808,0,60.55067,0.5800046,53.0629
20.1958,0,60.55067,0.5800028,53.0629
20.40014,0,60.55067,0.5800028,53.0629
