time,progress,x,y,z
43.80759,1,0.9464528,-0.1822355,0.2664906
43.99623,1,0.9464528,-0.1822355,0.2664906
44.1919,1,0.8250577,-0.126199,0.5507754
44.41184,1,0.6847051,-0.04797813,0.7272394
44.59244,1,0.0004274047,-0.008726535,0.9999619
44.79203,1,-0.9712403,0,0.2381012
45.01184,1,-0.9470313,-0.008726535,-0.3210226
45.19567,1,-0.8748187,-0.00436331,-0.4844308
45.40382,1,-0.9024601,0.02617695,-0.4299777
45.6089,1,-0.9024601,0.02617695,-0.4299777
45.81184,1,-0.9024601,0.02617695,-0.4299777
46.0075,1,-0.9023484,0.03053852,-0.4299243
46.19682,1,-0.8698952,0.03925982,-0.491672
46.39953,1,-0.7324536,0.1175374,-0.6705942
46.60395,1,-0.72751,0.186524,-0.6602561
46.81184,1,-0.5225545,0.2840154,-0.8039106
47.0001,1,-0.4558927,0.2419219,-0.8565256
47.19971,1,-0.4885097,0.2164396,-0.8452885
47.39558,1,-0.3888306,0.1779435,-0.903962
47.59966,1,-0.1547056,0.1650476,-0.974077
47.80795,1,-0.06927045,0.1607426,-0.9845626
47.99551,1,-0.05207701,0.1607426,-0.9856217
48.2082,1,0.06847621,0.1564345,-0.9853118
48.39578,1,0.09437197,0.1478094,-0.9845033
48.60037,1,0.1761034,0.126199,-0.9762488
48.80378,1,0.1718421,0.126199,-0.9770077
49.01184,1,0.1590386,0.126199,-0.9791735
49.19577,1,-0.01338574,0.1391731,-0.9901777
49.40829,1,-0.1123056,0.1521234,-0.9819603
49.59572,1,-0.1720435,0.1521234,-0.9732726
49.79964,1,-0.1805302,0.1521234,-0.9717342
49.99198,1,-0.1805302,0.1521234,-0.9717342
50.19553,1,-0.1805302,0.1521234,-0.9717342
50.40364,1,-0.1805302,0.1521234,-0.9717342
50.59547,1,-0.1805302,0.1521234,-0.9717342
50.80373,1,-0.1760451,0.1607426,-0.9711693
50.992,1,-0.103589,0.1607426,-0.9815453
51.19204,1,-0.04777596,0.1607426,-0.9858395
51.40005,1,-0.008986091,0.190809,-0.9815862
51.59225,1,0.003856706,0.1993679,-0.9799172
51.80788,1,-0.0004197162,0.190809,-0.9816272
51.99956,1,0.05568355,0.1434927,-0.9880837
52.21185,1,0.1163008,0.1175374,-0.9862349
52.41167,1,0.1419255,0.126199,-0.9817998
52.5993,1,0.1546773,0.1305262,-0.979305
52.81184,1,0.1546773,0.1305262,-0.979305
52.99561,1,0.2394407,0.1305262,-0.9620973
53.21185,1,0.3305514,0.1305262,-0.9347187
53.39568,1,0.289465,0.1305262,-0.9482474
53.61185,1,0.2561953,0.1305262,-0.957772
53.79845,1,0.3018523,0.1305262,-0.9443771
53.99576,1,0.34701,0.126199,-0.9293318
54.21185,1,0.431876,0.1001881,-0.8963512
54.40377,1,0.6249449,0.1132032,-0.7724178
54.61185,1,0.770169,0.2249511,-0.5968556
54.79684,1,0.7596353,0.2249511,-0.6102061
54.99564,1,0.6827238,0.1822356,-0.7075864
55.20411,1,0.7367241,0.1779436,-0.6523602
55.40372,1,0.7309528,0.09150162,-0.6762658
55.60397,1,0.7309528,0.09150162,-0.6762658
55.79967,1,0.7309528,0.09150162,-0.6762658
56.00428,1,0.6784607,0.008726535,-0.7345849
56.21185,1,0.743956,0.06975647,-0.6645778
56.39623,1,0.8113582,0.07845911,-0.57926
56.59614,1,0.808823,0.0784591,-0.5827945
56.81184,1,0.8062724,0.0784591,-0.5863182
56.99584,1,0.8062724,0.0784591,-0.5863182
57.19189,1,0.8062724,0.0784591,-0.5863182
57.39215,1,0.8062724,0.0784591,-0.5863182
57.60395,1,0.3366921,0.06975647,-0.9390275
57.81184,1,0.1556319,0.06975647,-0.9853491
58.00362,1,0.1513311,0.06975648,-0.9860189
58.20805,1,0.1556319,0.06975647,-0.9853491
58.39594,1,0.2239874,0.06975648,-0.9720925
58.60759,1,0.24514,0.06975648,-0.9669752
58.8078,1,0.2577765,0.06975648,-0.9636834
59.00015,1,0.2408427,0.0741085,-0.9677309
59.21185,1,0.1511234,0.08715574,-0.9846652
59.39607,1,0.3154401,0.09584577,-0.9440929
59.60466,1,0.4320616,0.09584575,-0.8967365
59.80818,1,0.384538,0.09584575,-0.9181199
59.99194,1,0.2652403,0.1088669,-0.9580166
60.20007,1,0.4344849,0.126199,-0.8917943
60.40392,1,0.5136724,0.1348509,-0.8473229
60.61185,1,0.5136724,0.1348509,-0.8473229
60.81184,1,0.560545,0.1391731,-0.8163457
61.01184,1,0.5826523,0.06540313,-0.8100858
61.21185,1,0.6003516,0.06104854,-0.7974028
61.41184,1,0.5978985,0.1088669,-0.7941447
61.61185,1,0.6276605,0.1218693,-0.7688891
61.80362,1,0.6310094,0.1218693,-0.766143
61.99963,1,0.6310094,0.1218693,-0.766143
62.19966,1,0.6310094,0.1218693,-0.766143
62.4002,1,0.6310094,0.1218693,-0.766143
62.61185,1,0.6310094,0.1218693,-0.766143
62.81184,1,0.6310094,0.1218693,-0.766143
62.99565,1,0.6310094,0.1218693,-0.766143
63.19971,1,0.6310094,0.1218693,-0.766143
63.396,1,0.6310094,0.1218693,-0.766143
63.61185,1,0.5922168,0.08715574,-0.8010512
63.81184,1,0.1603142,-0.008726535,-0.9870275
64.01184,1,-0.3626155,0.0348995,-0.9312853
64.21185,1,-0.4025856,0.05233596,-0.913885
64.41184,1,-0.4025856,0.05233596,-0.913885
64.61185,1,-0.4025856,0.05233596,-0.913885
64.81184,1,-0.3905888,0.05233596,-0.9190766
65.00766,1,-0.3704462,0.05233596,-0.9273783
65.20844,1,-0.3378557,0.05233597,-0.9397418
65.40359,1,-0.08748104,0.04797813,-0.9950102
65.59935,1,-0.08313846,0.04797813,-0.9953824
65.80787,1,-0.07879452,0.04797813,-0.9957356
65.99588,1,-0.03964137,0.04797813,-0.9980614
66.19186,1,0.05620101,0.04797813,-0.997266
66.40411,1,0.1429046,0.04797813,-0.9885729
66.61185,1,0.3082548,0.04797813,-0.9500933
66.80828,1,0.3494039,0.04797812,-0.935743
67.00375,1,0.3575564,0.04797813,-0.9326583
67.2039,1,0.3656816,0.04797813,-0.9295028
67.41184,1,0.3656816,0.04797813,-0.9295028
67.61185,1,0.3208847,0.03053851,-0.9466258
67.80868,1,-0.883473,-0.3705574,-0.2866402
67.99593,1,-0.9402635,-0.3173047,-0.1233791
68.19975,1,-0.9405819,-0.2965415,-0.1654351
68.39979,1,-0.9373816,-0.279829,-0.2073921
68.59968,1,-0.9401694,-0.2249511,-0.2558878
68.80873,1,-0.939229,-0.1391731,-0.3138153
69.00758,1,-0.8013924,-0.1391731,-0.5817225
69.1921,1,-0.7061659,-0.1434926,-0.693354
69.41184,1,-0.7061659,-0.1434926,-0.693354
69.59949,1,-0.7211233,-0.1434926,-0.677784
69.79977,1,-0.7211233,-0.1434926,-0.677784
70.01169,1,-0.7211233,-0.1434926,-0.677784
70.19968,1,-0.7211233,-0.1434926,-0.677784
70.40421,1,-0.7211233,-0.1434926,-0.677784
70.59564,1,-0.7211233,-0.1434926,-0.677784
70.79199,1,-0.7211233,-0.1434926,-0.677784
70.99569,1,-0.7211233,-0.1434926,-0.677784
71.19586,1,-0.7211233,-0.1434926,-0.677784
71.39249,1,-0.7211233,-0.1434926,-0.677784
71.60813,1,-0.7211233,-0.1434926,-0.677784
71.80391,1,-0.7211233,-0.1434926,-0.677784
72.00351,1,-0.7211233,-0.1434926,-0.677784
72.20779,1,-0.7211233,-0.1434926,-0.677784
72.39611,1,-0.7211233,-0.1434926,-0.677784
72.61185,1,-0.7211233,-0.1434926,-0.677784
72.80401,1,-0.7211233,-0.1434926,-0.677784
73.00396,1,-0.7211233,-0.1434926,-0.677784
73.20838,1,-0.7270105,-0.1434926,-0.6714652
73.39556,1,-0.8272858,0.5591929,-0.05386776
73.59192,1,-0.4124401,0.9099613,-0.0431709
73.80812,1,-0.4085225,0.9044551,-0.1227608
73.99971,1,-0.4090543,0.9044552,-0.1209772
74.20389,1,0,1,-2.980232E-08
74.4002,1,-0.1604029,0.9869963,-0.01044437
74.59982,1,-0.9159729,-0.1175374,-0.3836386
74.7925,1,-0.8696358,-0.1607426,-0.4667929
74.99985,1,-0.8530895,-0.1993679,-0.4821731
75.19987,1,-0.8141949,-0.2714404,-0.5132319
75.40017,1,-0.8007985,-0.279829,-0.5295447
75.61185,1,-0.8007985,-0.279829,-0.5295447
75.80403,1,-0.8007985,-0.279829,-0.5295447
76.00014,1,-0.8254574,0.4461979,-0.345728
76.19992,1,-0.1837041,0.9824504,-0.0323109
76.40002,1,-0.1504622,0.9883616,-0.02242106
76.59585,1,0,1,0
76.79597,1,0,1,-8.940697E-08
76.99979,1,0,1,2.980232E-08
77.1961,1,0,1,2.980232E-08
