time,progress,x,y,z
0,0,0,0,1
0.9968357,0,0,0,1
2.000393,0,0,0,1
2.996614,0,0,0,1
3.991743,0,0,0,1
4.992851,0,0,0,1
6.003744,0,0,0,1
7.004107,0,0,0,1
7.996143,0,0,0,1
8.992937,0,0,0,1
9.992069,0,0,0,1
10.99602,0,0,0,1
11.99614,0,0,0,1
12.99978,0,0,0,1
13.99189,0,-0.6360238,-0.0130896,0.7715585
14.99788,0,-0.6360238,-0.0130896,0.7715585
15.99208,0,-0.6271524,0.1950903,-0.7540687
16.99603,0,-0.9975641,0,-0.06975651
17.99213,0,-0.9691479,-0.0130896,-0.2461322
18.9958,0,-0.9691479,-0.0130896,-0.2461322
19.99966,0,-0.9691479,-0.0130896,-0.2461322
20.99967,0,-0.9691479,-0.0130896,-0.2461322
21.99585,1,-0.9691479,-0.0130896,-0.2461322
22.9922,1,-0.9691479,-0.0130896,-0.2461322
23.99261,1,0.06536325,-0.0348995,-0.9972512
25.00436,1,0.1195017,0.3214394,-0.9393592
25.99627,1,-0.998782,0.0348995,0.03487817
26.992,1,-0.9975546,-0.00436331,-0.06975581
27.99454,1,-0.9975546,-0.00436331,-0.06975581
28.9928,1,-0.6888817,0.08715574,-0.7196152
30.00083,1,0.6355878,0.03925982,-0.7710298
30.99172,1,-0.9876664,-0.1088669,-0.1125304
31.99165,1,0.8744117,0.02181489,-0.4846944
32.99588,1,-0.2359142,0.1218693,-0.9641018
33.99174,1,-0.2318272,0.1175374,-0.96563
35.00378,1,-0.2318272,0.1175374,-0.96563
35.99617,1,-0.2318272,0.1175374,-0.96563
36.99167,1,-0.2318272,0.1175374,-0.96563
37.99213,1,-0.2318272,0.1175374,-0.96563
39.00025,1,-0.9728893,0.1391731,0.1847087
40.00783,1,0.9785525,-0.1607426,0.1288289
40.99568,1,0.540139,-0.2588191,-0.8007888
41.99276,1,-0.8916082,0.4383712,0.1134267
42.99177,1,-0.1545085,-0.1564345,-0.9755282
44.0005,1,0.7766907,-0.1478094,-0.6122939
44.99232,1,-0.6861027,-0.2419219,-0.6861027
45.99277,1,-0.6576055,-0.2292004,-0.7176505
46.99165,1,-0.269559,-0.1175374,-0.9557839
47.99609,1,0.130402,-0.04361939,-0.9905013
48.99174,1,-0.04361787,-0.008726536,-0.9990102
49.99638,1,0.5608721,0.08280822,0.8237508
50.99571,1,0.8347735,-0.2036418,-0.5115499
51.99964,1,0.4066747,0.01745241,-0.9134064
52.99201,1,0.04781346,-0.08280822,-0.9954179
53.99656,1,0.04781346,-0.08280822,-0.9954179
55.00023,1,0.04781346,-0.08280822,-0.9954179
56.00368,1,0.04781346,-0.08280822,-0.9954179
56.99657,1,0.04781346,-0.08280822,-0.9954179
57.99571,1,0.04781346,-0.08280822,-0.9954179
58.99582,1,0.04781346,-0.08280822,-0.9954179
59.99274,1,0.04781346,-0.08280822,-0.9954179
60.99181,1,0.04781346,-0.08280822,-0.9954179
61.99153,1,0.04781346,-0.08280822,-0.9954179
62.99268,1,0.04781346,-0.08280822,-0.9954179
63.99193,1,0.04781346,-0.08280822,-0.9954179
64.9915,1,0.04781346,-0.08280822,-0.9954179
65.99207,1,0.04781346,-0.08280822,-0.9954179
66.99581,1,0.3984573,0.7313537,-0.5534921
67.99548,1,0.4569269,0.872496,0.1731141
69.00362,1,-0.3477817,-0.190809,0.9179541
69.99216,1,-0.4943282,0.08715574,0.864895
71.00064,1,0.1129921,0.06104854,0.9917186
72.00462,1,-0.2560539,0.841039,0.4765394
